LGACODE,LABEL,YEAR,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Persons,GIFTS/DONATIONS REPORTED BY TAXPAYERS_Median_Amount,METHOD OF TRAVEL TO WORK_Used one method - Train or tram,METHOD OF TRAVEL TO WORK_Used one method - Bus,METHOD OF TRAVEL TO WORK_Used one method - Car (as driver or passenger),METHOD OF TRAVEL TO WORK_Used one method - Motor bike/scooter,METHOD OF TRAVEL TO WORK_Used one method - Bicycle,METHOD OF TRAVEL TO WORK_Used one method - Other (inc. Taxis),METHOD OF TRAVEL TO WORK_Used one method - Walked only,METHOD OF TRAVEL TO WORK_Total used one method,METHOD OF TRAVEL TO WORK_Total used more than one method,METHOD OF TRAVEL TO WORK_Other - Worked from home,METHOD OF TRAVEL TO WORK_Other - Employed but did not go to work,METHOD OF TRAVEL TO WORK_Other - Method of travel not stated,METHOD OF TRAVEL TO WORK_Total employed,HOUSEHOLDS BY TYPE_Lone person households,HOUSEHOLDS BY TYPE_Group households,HOUSEHOLDS BY TYPE_Family households,HOUSEHOLDS BY TYPE_Total households,HOUSEHOLDS BY TYPE_Average Household Size,FAMILIES BY TYPE_Couple families with children under 15 and/or dependent students,FAMILIES BY TYPE_Couple families with non-dependent children only,FAMILIES BY TYPE_Couple families without children,"FAMILIES BY TYPE_One parent families, children under 15 &/or dependent students","FAMILIES BY TYPE_One parent families, non-dependent children only",FAMILIES BY TYPE_Other families,FAMILIES BY TYPE_Total families,FAMILIES BY TYPE_Average Family Size,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a registered marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married in a de facto marriage,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Not married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Never Married,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Widowed,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Divorced,SOCIAL MARITAL STATUS & REGISTERED MARITAL STATUS_Separated,ACCESS TO INTERNET AT HOME_Internet accessed from dwelling,ACCESS TO INTERNET AT HOME_Internet not accessed from dwelling,ACCESS TO INTERNET AT HOME_Average monthly household rental payment,ACCESS TO INTERNET AT HOME_Average monthly household mortgage payment,UNPAID CHILD CARE _Persons who did not provide child care (%),UNPAID CHILD CARE _Persons who cared for own child/children ,UNPAID CHILD CARE _Persons who cared for other child/children ,UNPAID CHILD CARE _Persons who cared for own child/children and other child/children ,UNPAID WORK_Persons who provided unpaid assistance to a person with a disability ,UNPAID WORK_Persons undertaking voluntary work for an organisation or group,COUNT OF ALL CHILDREN IN FAMILY_Average number of all children in a family,HOUSING SUITABILITY_Dwellings with extra bedrooms needed,HOUSING SUITABILITY_Dwellings with bedrooms spare,HOUSING SUITABILITY_Dwellings with no bedrooms needed or spare,DWELLING STRUCTURE_Separate house ,"DWELLING STRUCTURE_Semi-detached, row or terrace house, townhouse etc. ",DWELLING STRUCTURE_Flat or apartment ,DWELLING STRUCTURE_Other dwelling ,TENURE TYPEOwned Outright,TENURE TYPEOwned with a mortgage,TENURE TYPERented,HOUSEHOLD STRESS_Households where mortgage repayments are less than 30% of household income,HOUSEHOLD STRESS_Households with mortgage repayments greater than or equal to 30% of household income,HOUSEHOLD STRESS_Households where rent payments are less than 30% of household income,HOUSEHOLD STRESS_Households with rent payments greater than or equal to 30% of household income,SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_Australia SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_Australia SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_Australia SEIFA decile ranking - Index of Economic Resources (IER),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Disadvantage (IRSD),SEIFA_State SEIFA decile ranking - Index of Relative Socio-Economic Advantage and Disadvantage (IRSAD),SEIFA_State SEIFA decile ranking - Index of Education and Occupation (IEO),SEIFA_State SEIFA decile ranking - Index of Economic Resources (IER),"Homelessness rate per 10,000 persons",Average commuting distance from Place of Usual Residence,Median commuting distance from Place of Usual Residence,Average commuting distance to place of work,Median commuting distance to place of work
37010,Townsville (C),2013,"40,703",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37010,Townsville (C),2014,"39,903",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37010,Townsville (C),2015,"40,529",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37010,Townsville (C),2016,"38,902",60,22,"1,029","66,543","1,072","1,295",880,"2,366","73,915","1,043","2,376","8,473",642,"86,449","15,686","3,245","46,667","65,599",2.6,"16,871","3,028","18,327","6,211","2,397",809,"47,645",3,"55,036","18,032","53,528",42.9,40.1,4,9.2,3.8,83.4,14.1,"1,297","1,812",61.9,20.4,7.2,1,10.4,18.4,1.9,"1,609","50,242","9,810","53,162","6,773","4,855",560,22.8,35.2,38.6,93.8,6.2,86.9,13.1,7,7,7,5,8,9,9,7,42.5,10.9,7.9,10.1,7.9
37300,Weipa (T),2011,405,100,3,15,"1,269",13,93,26,95,"1,523",27,28,241,26,"1,845",182,39,779,"1,001",2.8,367,44,297,60,25,9,800,3.2,937,426,591,47.2,41.7,1.4,6.3,3.3,,,"1,115","2,342",54.8,23.6,5.8,1.9,5.8,20.7,2,,,,646,184,157,12,6.9,31,59.6,95.5,4.5,93.1,6.9,,,,,,,,,15.8,,,,
37300,Weipa (T),2012,445,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37300,Weipa (T),2013,467,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37300,Weipa (T),2014,472,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37300,Weipa (T),2015,482,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37300,Weipa (T),2016,486,100,,8,"1,578",20,55,15,112,"1,802",19,34,278,19,"2,152",217,33,896,"1,148",2.9,456,61,307,54,18,3,907,3.3,"1,113",482,676,47.5,41.6,1.1,7.3,2.5,86.9,9.3,"1,726","2,283",54.6,27.3,5,1.6,5.1,22.7,2,34,755,268,722,352,38,25,8.5,29.1,59.5,96.4,3.6,88.9,11.1,10,9,5,9,10,10,8,10,45.6,35.2,6.1,4.1,3.9
37310,Western Downs (R),2011,"3,797",75,6,136,"9,456",92,120,189,"1,029","11,310",112,"1,604","1,240",274,"14,540","2,698",368,"7,887","10,950",2.6,"2,972",496,"3,381",761,293,102,"8,009",3,"11,132","2,195","7,274",53,30,5.8,7.8,3.4,,,854,"1,512",60.5,21.6,6.9,1.1,10.7,25.8,2,,,,"10,241",133,383,189,36,29,30.8,93.8,6.2,93.2,6.8,,,,,,,,,18.2,,,,
37310,Western Downs (R),2012,"3,852",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37310,Western Downs (R),2013,"3,946",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37310,Western Downs (R),2014,"4,003",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37310,Western Downs (R),2015,"3,826",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37310,Western Downs (R),2016,"3,734",110,3,113,"9,526",96,116,179,884,"11,156",115,"1,603","1,373",171,"14,418","2,909",359,"8,081","11,350",2.5,"2,905",518,"3,420",875,368,103,"8,188",3,"10,762","2,485","7,951",50.5,31.9,5.6,8.2,3.9,74.9,22.3,877,"1,516",58.9,20.9,6.3,0.8,10.7,24.7,2,254,"8,925","1,491","10,334",465,360,113,32.8,27,36.4,95.2,4.8,91.4,8.6,4,4,4,5,6,6,6,7,29.3,20.6,3.7,25.1,4
37340,Whitsunday (R),2011,"6,327",42,7,373,"9,665",136,126,433,"1,488","12,543",312,827,"1,517",271,"15,470","2,703",548,"7,605","10,848",2.4,"2,469",520,"3,582",763,294,86,"7,720",2.9,"9,533","3,039","7,499",45.1,37.1,4.6,9.8,3.4,,,"1,177","1,921",62.5,17.7,5.5,1,8.1,17,1.8,,,,"8,172",600,"1,552",497,29.5,30.2,36.5,90.5,9.5,88.4,11.6,,,,,,,,,42.2,,,,
37340,Whitsunday (R),2012,"6,084",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37340,Whitsunday (R),2013,"6,327",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37340,Whitsunday (R),2014,"6,120",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37340,Whitsunday (R),2015,"6,227",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37340,Whitsunday (R),2016,"6,128",50,16,355,"9,947",133,122,411,"1,540","12,744",287,837,"1,618",195,"15,681","3,051",522,"7,678","11,255",2.4,"2,523",491,"3,547",824,313,88,"7,798",2.9,"9,450","3,099","8,162",43.9,37.8,4.6,9.9,3.8,76.9,18.6,"1,219","1,820",61.3,17.4,5.3,0.8,8.2,18.7,1.8,356,"8,234","1,857","8,900",915,972,266,28.6,30.1,36.3,92.9,7.1,86.9,13.1,5,4,3,5,7,6,5,6,59,18.2,5,20.9,5.4
37400,Winton (S),2011,160,50,,,341,9,17,16,97,488,8,132,47,16,691,183,11,352,546,2.3,117,31,158,34,17,10,350,2.9,460,102,346,48.6,32.7,6.1,8.5,3.4,,,373,"1,202",68.1,17.3,5,0.5,8.3,33.2,1.9,,,,465,11,16,33,42.6,20.5,30.2,95.5,4.5,97.1,2.9,,,,,,,,,70,,,,
37400,Winton (S),2012,158,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37400,Winton (S),2013,162,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37400,Winton (S),2014,141,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37400,Winton (S),2015,142,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37400,Winton (S),2016,114,50,,,293,3,11,23,75,404,12,96,50,10,572,186,9,271,469,2.1,77,19,139,22,7,3,280,2.7,329,119,324,43.9,32.3,7.3,11,5,67.4,28.1,464,"1,122",65.3,16.1,6.2,0.8,7.9,31.5,1.8,9,320,95,395,4,22,45,42.4,18.6,32.2,96.5,3.5,97,3,4,4,6,3,5,6,8,4,30.7,21.3,1,18.4,1
37550,Woorabinda (S),2011,35,104,,,63,,,,120,192,1,3,3,11,208,46,4,173,223,3.8,65,13,23,73,11,10,197,3.9,47,145,361,10.2,83.2,2.6,3.3,0.5,,,434,,61.5,25.2,9.9,,5.9,6.7,2.5,,,,176,,46,,,,96.4,100,0,88.5,11.5,,,,,,,,,106,,,,
37550,Woorabinda (S),2012,30,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37550,Woorabinda (S),2013,31,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37550,Woorabinda (S),2014,33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37550,Woorabinda (S),2015,35,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37550,Woorabinda (S),2016,27,220,,5,71,,,,103,182,11,,,,193,56,4,188,245,3.5,46,6,21,89,23,17,206,3.6,46,107,402,16.3,77.2,1.6,2.4,1.9,34.7,59.6,470,,67.3,13.8,8.6,,9.4,8.9,2.5,66,96,78,209,32,,,,,96.7,100,0,85.4,14.6,1,1,1,1,1,1,2,1,652.2,6.7,0,33.8,0
37570,Wujal Wujal (S),2011,,,,,32,,,,64,93,4,,,,97,10,,56,70,3.5,24,4,14,7,12,3,71,3.3,26,69,107,12.8,81,3.8,3.3,2.4,,,347,,58.3,24.6,17.1,,13.7,12.8,1.6,,,,57,,15,,,,100,100,0,88.2,11.8,,,,,,,,,,,,,
37570,Wujal Wujal (S),2015,24,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37570,Wujal Wujal (S),2016,,,,,22,,,,39,64,,,,,64,10,,66,78,3.3,17,4,8,13,13,10,72,3.1,9,60,128,8.8,80.6,6,4.1,1.4,62.8,32.1,393,,55.8,13.4,23.5,4.6,12.9,14.3,1.6,15,31,30,66,,15,,,,100,100,0,89.5,10.5,1,1,1,1,2,2,2,2,461,0,0,6.9,0
37600,Yarrabah (S),2011,90,100,,11,225,,3,3,47,297,5,,4,10,306,43,3,378,421,4.9,172,25,64,184,54,29,524,3.8,228,289,944,16.6,76.2,4.2,1.3,1.8,,,501,,47.5,25,25,1.5,14.9,11.3,2.5,,,,347,,35,40,8.3,,88.2,100,0,95.3,4.8,,,,,,,,,1996.7,,,,
37600,Yarrabah (S),2012,95,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37600,Yarrabah (S),2013,98,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37600,Yarrabah (S),2014,135,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37600,Yarrabah (S),2015,115,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37600,Yarrabah (S),2016,125,70,,4,238,,,3,57,310,3,,9,21,343,47,5,408,465,4.8,184,39,47,178,69,34,558,3.9,264,277,"1,059",18.6,75.6,3.4,1.4,1.5,48.2,50.1,568,,58,19.6,16.8,2.3,9,10.3,2.5,217,132,116,327,56,35,54,11,0.6,83.9,100,0,93,7,1,1,1,1,1,1,1,1,2128.7,6.7,3.1,17.9,3.5
39499,No usual address (Qld),2016,,,42,172,"1,597",23,41,110,407,"2,428",98,93,404,64,"3,087",,,,,,,,,,,,,,,,,32.5,44.9,2.6,13.3,6.5,,,,,66.7,6.5,4.1,0.2,6.9,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39799,Migratory - Offshore - Shipping (Qld),2016,,,,,17,,,5,4,22,3,3,38,,60,,,,,,,,,,,,,,,,,41.7,26.4,11.8,18.8,2.1,0,0,,,62.5,9,11.8,,9.7,12.5,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
40070,Adelaide (C),2011,"4,053",150,177,636,"3,671",65,274,112,"2,488","7,431",162,412,"1,012",74,"9,091","3,445","1,331","3,401","8,179",1.9,633,93,"2,121",244,111,225,"3,429",2.4,"3,869","1,638","8,387",27.4,58.5,3.5,8.1,2.5,,,"1,408","2,102",76.8,6.8,4.6,0.2,7.1,20.4,1.5,,,,"1,018","2,869","4,255",25,20.1,17.1,59.4,94.9,5.1,73,27,,,,,,,,,226.1,,,,
40070,Adelaide (C),2012,"3,844",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070,Adelaide (C),2013,"3,855",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070,Adelaide (C),2014,"3,824",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070,Adelaide (C),2015,"3,934",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070,Adelaide (C),2016,"4,071",210,237,755,"3,551",60,349,122,"2,487","7,557",165,437,"1,032",84,"9,275","3,559","1,420","3,696","8,678",1.9,716,116,"2,285",281,134,177,"3,718",2.4,"4,096","1,946","8,887",26.4,60.3,3,7.9,2.5,86.7,10.1,"1,627","2,001",76.3,6.9,4.5,0.3,7.3,22.4,1.5,479,"4,477","3,238","1,060","3,036","4,425",80,20.4,17.1,58.3,95.9,4.1,72.1,27.9,8,10,10,1,8,10,10,1,233.2,6.2,2.5,13.3,10.1
40120,Adelaide Hills (DC),2011,"8,892",130,13,690,"13,905",89,81,181,568,"15,700",536,"1,451","2,382",220,"20,289","2,508",230,"10,873","13,612",2.7,"4,524",922,"4,378",763,359,77,"11,011",3,"16,409","2,675","9,131",57.5,28.4,4.1,7.9,2,,,"1,116","1,910",62.6,22,9.1,1.5,13.1,29.7,1.9,,,,"13,135",332,100,40,39,46.3,11.9,89.6,10.4,96.4,3.6,,,,,,,,,12,,,,
40120,Adelaide Hills (DC),2012,"8,323",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40120,Adelaide Hills (DC),2013,"8,220",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40120,Adelaide Hills (DC),2014,"8,142",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40120,Adelaide Hills (DC),2015,"8,225",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40120,Adelaide Hills (DC),2016,"7,645",191,18,610,"13,556",70,83,138,464,"15,085",509,"1,483","2,283",150,"19,510","2,626",221,"10,908","13,761",2.7,"4,318",943,"4,530",759,411,82,"11,057",3,"16,109","2,887","9,437",56.9,28.5,4.2,8,2.5,89,9.5,"1,345","1,893",62.3,21.2,9.5,1.1,13.3,32.2,1.9,212,"11,000","1,778","13,196",305,117,38,39.7,46.1,11.3,92.3,7.7,96.4,3.6,10,10,10,10,10,10,9,10,6.6,18.8,17.6,14.1,10
40150,Adelaide Plains (DC),2011,"1,409",54,18,12,"2,990",13,11,35,102,"3,270",61,233,388,47,"3,999",580,74,"2,268","2,918",2.7,904,220,896,200,90,23,"2,327",3.1,"3,195",741,"2,180",51.5,31.9,3.8,9,3.7,,,811,"1,494",63.7,21.6,7.7,1.1,12.1,18.3,1.9,,,,"2,858",19,21,21,30.3,54.5,12.8,84.3,15.7,96.6,3.4,,,,,,,,,16,,,,
40150,Adelaide Plains (DC),2012,"1,317",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40150,Adelaide Plains (DC),2013,"1,341",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40150,Adelaide Plains (DC),2014,"1,367",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40150,Adelaide Plains (DC),2015,"1,385",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40150,Adelaide Plains (DC),2016,"1,404",90,14,17,"3,098",17,3,32,93,"3,377",56,230,405,38,"4,106",648,78,"2,305","3,032",2.7,848,272,924,187,112,23,"2,378",3.1,"3,136",867,"2,392",49.6,33.6,3.9,9.3,3.6,80.3,17.1,972,"1,521",61.6,20,9,1,11.8,19.4,1.9,79,"2,397",373,"2,964",17,3,27,29.9,54.7,12.6,88.3,11.7,96.1,3.9,6,5,2,9,6,5,2,10,28.9,27.8,27.6,21.2,20.6
40220,Alexandrina (DC),2011,"3,766",80,10,55,"6,826",38,57,113,380,"7,611",131,732,"1,288",164,"9,926","2,481",210,"6,815","9,505",2.3,"1,946",370,"3,636",619,253,66,"6,883",2.8,"9,734","1,817","6,085",55.2,25.1,6.4,10.2,3.1,,,904,"1,524",66.6,17.7,8.9,0.9,13.3,26.8,1.9,,,,"8,803",397,174,117,40.3,34.2,21.2,89.9,10.1,91.4,8.6,,,,,,,,,29.4,,,,
40220,Alexandrina (DC),2012,"3,575",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40220,Alexandrina (DC),2013,"3,599",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40220,Alexandrina (DC),2014,"3,561",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40220,Alexandrina (DC),2015,"3,621",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40220,Alexandrina (DC),2016,"3,426",120,10,47,"7,052",39,58,97,364,"7,772",130,799,"1,254",122,"10,077","2,837",210,"7,172","10,229",2.3,"1,934",489,"3,835",617,320,56,"7,258",2.7,"10,162","2,023","6,709",54.6,24.5,6.6,11.2,3,81.1,16.9,"1,057","1,502",65.6,16,9,0.8,13.5,27.5,1.8,140,"8,427","1,135","9,639",265,167,117,40.7,34.1,20.7,92.6,7.4,90.7,9.3,6,6,6,7,6,6,6,8,13.6,25.6,16.8,16.4,6.9
40250,Anangu Pitjantjatjara (AC),2011,,,,3,216,,,,424,648,12,10,22,21,713,141,8,370,527,3.8,222,20,137,118,32,11,547,3.5,622,124,863,46.8,39.7,5.9,3.5,4.2,,,154,,50.3,20.6,18.3,5.8,12,7.7,2,,,,476,,42,6,7.5,,82.6,100,0,99.3,0.7,,,,,,,,,2076.8,,,,
40250,Anangu Pitjantjatjara (AC),2013,24,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40250,Anangu Pitjantjatjara (AC),2014,25,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40250,Anangu Pitjantjatjara (AC),2015,20,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40250,Anangu Pitjantjatjara (AC),2016,20,225,,11,157,3,,,275,444,6,9,25,40,512,114,10,367,494,3.8,190,26,130,93,38,25,511,3.5,505,206,787,45,44,4.7,2.7,4.3,36.2,60.3,227,,43.2,18.6,16.6,6.1,15.3,9.2,2,155,207,111,456,34,,3,2.8,,91.5,100,0,94.8,5.2,1,1,2,1,1,1,3,1,1278,27.5,0,28.6,0
40310,Barossa (DC),2011,"4,755",67,25,42,"8,118",47,64,63,383,"8,847",134,688,"1,180",133,"10,982","2,037",168,"6,303","8,508",2.5,"2,279",491,"2,868",511,183,48,"6,366",2.9,"9,320","1,611","5,346",56.9,26.6,6.3,7.5,2.6,,,925,"1,540",63.7,21.5,8.5,1.2,12.3,26.7,1.9,,,,"7,832",327,271,72,36.4,40.2,19.4,91.2,8.8,94.3,5.7,,,,,,,,,15.1,,,,
40310,Barossa (DC),2012,"4,392",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40310,Barossa (DC),2013,"4,175",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40310,Barossa (DC),2014,"4,224",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40310,Barossa (DC),2015,"4,339",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40310,Barossa (DC),2016,"4,020",100,29,31,"8,244",36,53,101,320,"8,902",136,676,"1,359",94,"11,167","2,258",163,"6,504","8,917",2.5,"2,242",494,"2,978",551,244,52,"6,567",2.9,"9,350","1,810","5,950",54.8,27.6,6.3,8.2,3.1,82.1,16.3,"1,068","1,565",63.6,19.7,8.6,1,12.1,29.4,1.9,130,"7,346","1,036","8,179",504,129,73,36.2,40.2,19.6,93.4,6.6,93.6,6.4,8,7,6,9,8,8,6,9,19,19.2,9.5,17.3,8.9
40430,Barunga West (DC),2011,309,68,,6,520,,,18,92,662,8,146,97,15,928,329,21,678,"1,030",2.2,180,30,393,46,24,5,680,2.7,"1,018",156,603,56.9,20.3,9.6,10.2,2.7,,,619,"1,026",70.9,15.8,6.3,0.4,12.8,34.7,1.9,,,,967,3,42,9,56.3,20.3,18.6,96.1,3.9,94.6,5.4,,,,,,,,,,,,,
40430,Barunga West (DC),2012,286,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40430,Barunga West (DC),2013,345,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40430,Barunga West (DC),2014,327,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40430,Barunga West (DC),2015,288,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40430,Barunga West (DC),2016,251,100,,,512,,,18,75,616,2,160,114,23,911,343,21,679,"1,046",2.1,164,40,395,41,24,4,681,2.7,"1,013",172,645,55.9,21.2,9.7,10.2,2.9,71.7,25.4,716,"1,084",67.7,13,7.5,0.8,14.4,34.1,1.8,14,884,97,968,34,15,19,53,20.1,19.8,95.6,4.4,93.3,6.7,3,4,5,5,3,4,5,5,16.3,28.6,21.5,22.9,13.5
